Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Output1
15.0,-23.0,21.0,14.0,7.0,3.0,0.8333333333333334,4.0,0.3333333333333333,-1.5,1.0,0.0
15.0,-25.0,21.0,14.0,7.0,0.0,0.6666666666666666,4.0,0.3333333333333333,-1.8333333333333333,0.0,0.5
15.0,-25.0,22.0,14.0,8.0,1.0,0.8333333333333334,3.0,0.16666666666666666,-1.0,0.0,0.5
17.0,-27.0,23.0,15.0,8.0,1.0,1.0,2.0,0.5,-1.0,1.0,0.0
17.0,-29.0,23.0,15.0,8.0,0.0,1.0,2.0,0.5,-1.0,0.0,0.0
17.0,-33.0,23.0,15.0,8.0,0.0,0.8333333333333334,1.0,0.5,-1.6666666666666667,1.0,0.5
18.0,-34.0,24.0,15.0,9.0,1.0,0.5,4.0,0.5,-1.8333333333333333,0.0,1.0
21.0,-35.0,27.0,18.0,9.0,3.0,1.0,4.0,1.0,-1.6666666666666667,1.0,0.5
22.0,-36.0,28.0,18.0,10.0,1.0,1.0,4.0,1.1666666666666667,-1.8333333333333333,0.0,1.0
26.0,-37.0,31.0,21.0,10.0,3.0,1.3333333333333333,4.0,1.5,-1.6666666666666667,1.0,1.0
28.0,-38.0,34.0,24.0,10.0,3.0,1.8333333333333333,4.0,1.8333333333333333,-1.5,1.0,0.0
28.0,-40.0,34.0,24.0,10.0,0.0,1.8333333333333333,4.0,1.8333333333333333,-1.1666666666666667,0.0,0.0
0.0,-2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-2.0,1.0,0.0
0.0,-3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,-1.5,0.0,1.0
3.0,-3.0,3.0,3.0,0.0,3.0,1.0,11.0,1.0,-1.0,1.0,1.0
4.0,-3.0,6.0,3.0,3.0,3.0,1.5,9.0,1.0,-0.75,0.0,1.0
6.0,-4.0,9.0,6.0,3.0,3.0,1.8,7.0,1.2,-0.8,1.0,0.0
6.0,-5.0,9.0,6.0,3.0,0.0,1.5,5.0,1.0,-0.8333333333333334,0.0,0.5
7.0,-6.0,10.0,7.0,3.0,1.0,1.6666666666666667,3.0,1.1666666666666667,-0.6666666666666666,1.0,0.5
9.0,-8.0,11.0,7.0,4.0,1.0,1.8333333333333333,1.0,1.5,-0.8333333333333334,0.0,1.0
10.0,-8.0,14.0,10.0,4.0,3.0,1.8333333333333333,5.0,1.1666666666666667,-0.8333333333333334,1.0,0.0
10.0,-9.0,14.0,10.0,4.0,0.0,1.3333333333333333,3.0,1.0,-1.0,0.0,0.0
10.0,-10.0,14.0,10.0,4.0,0.0,0.8333333333333334,3.0,0.6666666666666666,-1.0,1.0,0.0
11.0,-14.0,14.0,10.0,4.0,0.0,0.8333333333333334,3.0,0.8333333333333334,-1.5,0.0,0.0
11.0,-17.0,14.0,10.0,4.0,0.0,0.6666666666666666,2.0,0.6666666666666666,-1.8333333333333333,1.0,0.5
13.0,-19.0,15.0,10.0,5.0,1.0,0.6666666666666666,2.0,0.6666666666666666,-1.8333333333333333,0.0,0.0
14.0,-22.0,15.0,10.0,5.0,0.0,0.16666666666666666,2.0,0.6666666666666666,-2.3333333333333335,0.0,0.0
16.0,-25.0,15.0,10.0,5.0,0.0,0.16666666666666666,2.0,1.0,-2.6666666666666665,1.0,0.0
16.0,-26.0,15.0,10.0,5.0,0.0,0.16666666666666666,1.0,1.0,-2.6666666666666665,1.0,0.0
16.0,-27.0,15.0,10.0,5.0,0.0,0.16666666666666666,1.0,0.8333333333333334,-2.1666666666666665,0.0,1.0
19.0,-29.0,18.0,10.0,8.0,3.0,0.6666666666666666,1.0,1.3333333333333333,-2.0,0.0,0.0
19.0,-30.0,18.0,10.0,8.0,0.0,0.5,1.0,1.0,-1.8333333333333333,1.0,0.5
19.0,-30.0,19.0,11.0,8.0,1.0,0.6666666666666666,1.0,0.8333333333333334,-1.3333333333333333,1.0,1.0
20.0,-30.0,22.0,11.0,11.0,3.0,1.1666666666666667,1.0,0.6666666666666666,-0.8333333333333334,0.0,0.5
21.0,-31.0,23.0,12.0,11.0,1.0,1.3333333333333333,1.0,0.8333333333333334,-0.8333333333333334,1.0,0.0
22.0,-34.0,23.0,12.0,11.0,0.0,1.3333333333333333,7.0,1.0,-1.1666666666666667,0.0,0.5
23.0,-35.0,24.0,13.0,11.0,1.0,1.0,7.0,0.6666666666666666,-1.0,1.0,0.5
24.0,-36.0,25.0,13.0,12.0,1.0,1.1666666666666667,7.0,0.8333333333333334,-1.0,0.0,1.0
25.0,-36.0,28.0,16.0,12.0,3.0,1.5,6.0,1.0,-1.0,1.0,0.5
27.0,-38.0,29.0,16.0,13.0,1.0,1.1666666666666667,6.0,1.1666666666666667,-1.3333333333333333,0.0,0.0
27.0,-40.0,29.0,16.0,13.0,0.0,1.0,6.0,1.0,-1.5,0.0,1.0
30.0,-40.0,32.0,19.0,13.0,3.0,1.5,5.0,1.3333333333333333,-1.0,1.0,1.0
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,-1.0,0.0,0.0
0.0,-3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1.5,1.0,0.0
1.0,-5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3333333333333333,-1.6666666666666667,1.0,0.0
1.0,-8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.25,-2.0,0.0,1.0
3.0,-9.0,3.0,3.0,0.0,3.0,0.6,11.0,0.6,-1.8,1.0,0.0
4.0,-11.0,3.0,3.0,0.0,0.0,0.5,10.0,0.6666666666666666,-1.8333333333333333,0.0,0.5
4.0,-11.0,4.0,4.0,0.0,1.0,0.6666666666666666,8.0,0.6666666666666666,-1.6666666666666667,1.0,0.0
4.0,-12.0,4.0,4.0,0.0,0.0,0.6666666666666666,6.0,0.6666666666666666,-1.5,0.0,1.0
6.0,-13.0,7.0,4.0,3.0,3.0,1.1666666666666667,4.0,0.8333333333333334,-1.3333333333333333,0.0,0.0
6.0,-14.0,7.0,4.0,3.0,0.0,1.1666666666666667,2.0,0.8333333333333334,-1.0,1.0,1.0
7.0,-14.0,10.0,4.0,6.0,3.0,1.1666666666666667,2.0,0.6666666666666666,-0.8333333333333334,0.0,1.0
11.0,-14.0,13.0,7.0,6.0,3.0,1.6666666666666667,2.0,1.1666666666666667,-0.5,1.0,0.5
11.0,-14.0,14.0,7.0,7.0,1.0,1.6666666666666667,4.0,1.1666666666666667,-0.5,0.0,0.0
12.0,-16.0,14.0,7.0,7.0,0.0,1.6666666666666667,4.0,1.3333333333333333,-0.6666666666666666,1.0,0.5
13.0,-17.0,15.0,8.0,7.0,1.0,1.3333333333333333,3.0,1.1666666666666667,-0.6666666666666666,1.0,0.5
15.0,-19.0,16.0,8.0,8.0,1.0,1.5,3.0,1.5,-0.8333333333333334,0.0,0.0
15.0,-20.0,16.0,8.0,8.0,0.0,1.0,2.0,1.3333333333333333,-1.0,0.0,0.0
15.0,-24.0,16.0,8.0,8.0,0.0,0.5,2.0,0.6666666666666666,-1.6666666666666667,1.0,0.0
15.0,-28.0,16.0,8.0,8.0,0.0,0.3333333333333333,2.0,0.6666666666666666,-2.3333333333333335,0.0,0.5
18.0,-31.0,17.0,9.0,8.0,1.0,0.5,2.0,1.0,-2.5,1.0,1.0
20.0,-32.0,20.0,12.0,8.0,3.0,0.8333333333333334,4.0,1.1666666666666667,-2.5,1.0,0.5
22.0,-34.0,21.0,12.0,9.0,1.0,0.8333333333333334,4.0,1.1666666666666667,-2.5,0.0,1.0
24.0,-35.0,24.0,15.0,9.0,3.0,1.3333333333333333,4.0,1.5,-2.5,1.0,0.5
25.0,-36.0,25.0,15.0,10.0,1.0,1.5,3.0,1.6666666666666667,-2.0,0.0,1.0
28.0,-36.0,28.0,15.0,13.0,3.0,2.0,2.0,2.1666666666666665,-1.3333333333333333,0.0,1.0
30.0,-37.0,31.0,18.0,13.0,3.0,2.3333333333333335,2.0,2.0,-1.0,1.0,0.0
31.0,-41.0,31.0,18.0,13.0,0.0,1.8333333333333333,2.0,1.8333333333333333,-1.5,0.0,0.5
33.0,-43.0,32.0,19.0,13.0,1.0,1.8333333333333333,2.0,1.8333333333333333,-1.5,1.0,0.5
34.0,-44.0,33.0,19.0,14.0,1.0,1.5,2.0,1.6666666666666667,-1.5,0.0,0.0
35.0,-48.0,33.0,19.0,14.0,0.0,1.3333333333333333,2.0,1.6666666666666667,-2.0,1.0,1.0
37.0,-49.0,36.0,22.0,14.0,3.0,1.3333333333333333,2.0,1.5,-2.1666666666666665,1.0,0.5
3.0,-3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,-3.0,1.0,1.0
5.0,-3.0,4.0,1.0,3.0,3.0,2.0,18.0,2.5,-1.5,0.0,0.5
5.0,-3.0,5.0,2.0,3.0,1.0,1.6666666666666667,17.0,1.6666666666666667,-1.0,1.0,1.0
7.0,-3.0,8.0,2.0,6.0,3.0,2.0,16.0,1.75,-0.75,0.0,0.0
7.0,-9.0,8.0,2.0,6.0,0.0,1.6,15.0,1.4,-1.8,1.0,1.0
9.0,-10.0,11.0,2.0,9.0,3.0,1.8333333333333333,14.0,1.5,-1.6666666666666667,0.0,0.5
11.0,-12.0,12.0,2.0,10.0,1.0,1.8333333333333333,14.0,1.3333333333333333,-1.5,0.0,1.0
13.0,-13.0,15.0,5.0,10.0,3.0,1.8333333333333333,13.0,1.3333333333333333,-1.6666666666666667,1.0,0.0
15.0,-17.0,15.0,5.0,10.0,0.0,1.6666666666666667,12.0,1.6666666666666667,-2.3333333333333335,0.0,0.0
15.0,-18.0,15.0,5.0,10.0,0.0,1.1666666666666667,11.0,1.3333333333333333,-2.5,1.0,0.0
17.0,-21.0,15.0,5.0,10.0,0.0,1.1666666666666667,11.0,1.6666666666666667,-2.0,0.0,1.0
19.0,-21.0,18.0,8.0,10.0,3.0,1.1666666666666667,10.0,1.6666666666666667,-1.8333333333333333,1.0,1.0
22.0,-21.0,21.0,8.0,13.0,3.0,1.5,19.0,1.8333333333333333,-1.5,0.0,0.0
24.0,-25.0,21.0,8.0,13.0,0.0,1.0,18.0,1.8333333333333333,-2.0,1.0,0.5
25.0,-26.0,22.0,9.0,13.0,1.0,1.1666666666666667,18.0,1.6666666666666667,-1.5,1.0,0.0
25.0,-27.0,22.0,9.0,13.0,0.0,1.1666666666666667,18.0,1.6666666666666667,-1.5,0.0,0.0
26.0,-29.0,22.0,9.0,13.0,0.0,1.1666666666666667,18.0,1.5,-1.3333333333333333,0.0,0.0
27.0,-33.0,22.0,9.0,13.0,0.0,0.6666666666666666,17.0,1.3333333333333333,-2.0,1.0,0.0
27.0,-34.0,22.0,9.0,13.0,0.0,0.16666666666666666,17.0,0.8333333333333334,-2.1666666666666665,0.0,1.0
29.0,-35.0,25.0,12.0,13.0,3.0,0.6666666666666666,17.0,0.8333333333333334,-1.6666666666666667,1.0,0.0
30.0,-37.0,25.0,12.0,13.0,0.0,0.5,16.0,0.8333333333333334,-1.8333333333333333,1.0,0.0
31.0,-40.0,25.0,12.0,13.0,0.0,0.5,16.0,1.0,-2.1666666666666665,0.0,0.5
33.0,-42.0,26.0,13.0,13.0,1.0,0.6666666666666666,15.0,1.1666666666666667,-2.1666666666666665,1.0,0.0
33.0,-44.0,26.0,13.0,13.0,0.0,0.6666666666666666,15.0,1.0,-1.8333333333333333,0.0,0.5
33.0,-44.0,27.0,13.0,14.0,1.0,0.8333333333333334,16.0,1.0,-1.6666666666666667,0.0,1.0
37.0,-45.0,30.0,16.0,14.0,3.0,0.8333333333333334,16.0,1.3333333333333333,-1.6666666666666667,1.0,0.0
37.0,-47.0,30.0,16.0,14.0,0.0,0.8333333333333334,16.0,1.1666666666666667,-1.6666666666666667,0.0,1.0
38.0,-47.0,33.0,19.0,14.0,3.0,1.3333333333333333,15.0,1.1666666666666667,-1.1666666666666667,1.0,1.0
39.0,-47.0,36.0,22.0,14.0,3.0,1.6666666666666667,14.0,1.0,-0.8333333333333334,1.0,0.0
39.0,-50.0,36.0,22.0,14.0,0.0,1.6666666666666667,14.0,1.0,-1.0,0.0,0.0
39.0,-55.0,36.0,22.0,14.0,0.0,1.5,14.0,1.0,-1.8333333333333333,0.0,0.5
1.0,0.0,3.0,3.0,0.0,3.0,3.0,7.0,1.0,0.0,1.0,0.5
2.0,-1.0,4.0,3.0,1.0,1.0,2.0,5.0,1.0,-0.5,0.0,0.0
2.0,-3.0,4.0,3.0,1.0,0.0,1.3333333333333333,5.0,0.6666666666666666,-1.0,0.0,0.0
2.0,-6.0,4.0,3.0,1.0,0.0,1.0,3.0,0.5,-1.5,1.0,0.0
2.0,-10.0,4.0,3.0,1.0,0.0,0.8,3.0,0.4,-2.0,0.0,1.0
4.0,-11.0,7.0,6.0,1.0,3.0,1.1666666666666667,16.0,0.6666666666666666,-1.8333333333333333,1.0,0.0
4.0,-12.0,7.0,6.0,1.0,0.0,0.6666666666666666,16.0,0.5,-2.0,1.0,0.5
5.0,-13.0,8.0,6.0,2.0,1.0,0.6666666666666666,15.0,0.5,-2.0,0.0,0.0
7.0,-18.0,8.0,6.0,2.0,0.0,0.6666666666666666,14.0,0.8333333333333334,-2.5,1.0,0.0
7.0,-20.0,8.0,6.0,2.0,0.0,0.6666666666666666,13.0,0.8333333333333334,-2.3333333333333335,0.0,1.0
10.0,-22.0,11.0,9.0,2.0,3.0,1.1666666666666667,13.0,1.3333333333333333,-2.0,1.0,0.5
12.0,-24.0,12.0,9.0,3.0,1.0,0.8333333333333334,12.0,1.3333333333333333,-2.1666666666666665,0.0,0.0
13.0,-28.0,12.0,9.0,3.0,0.0,0.8333333333333334,11.0,1.5,-2.6666666666666665,0.0,1.0
17.0,-28.0,15.0,12.0,3.0,3.0,1.1666666666666667,11.0,2.0,-2.5,1.0,1.0
19.0,-28.0,18.0,15.0,3.0,3.0,1.6666666666666667,10.0,2.0,-1.6666666666666667,1.0,0.5
20.0,-29.0,19.0,15.0,4.0,1.0,1.8333333333333333,9.0,2.1666666666666665,-1.5,0.0,1.0
21.0,-29.0,22.0,15.0,7.0,3.0,1.8333333333333333,8.0,1.8333333333333333,-1.1666666666666667,0.0,1.0
24.0,-30.0,25.0,18.0,7.0,3.0,2.1666666666666665,8.0,2.0,-1.0,1.0,0.5
24.0,-30.0,26.0,19.0,7.0,1.0,2.3333333333333335,7.0,1.8333333333333333,-0.3333333333333333,1.0,0.5
24.0,-30.0,27.0,19.0,8.0,1.0,2.0,13.0,1.1666666666666667,-0.3333333333333333,0.0,0.0
25.0,-32.0,27.0,19.0,8.0,0.0,1.5,13.0,1.0,-0.6666666666666666,0.0,0.0
25.0,-34.0,27.0,19.0,8.0,0.0,1.3333333333333333,12.0,0.8333333333333334,-0.8333333333333334,1.0,0.0
25.0,-38.0,27.0,19.0,8.0,0.0,0.8333333333333334,12.0,0.6666666666666666,-1.5,0.0,0.5
26.0,-39.0,28.0,20.0,8.0,1.0,0.5,12.0,0.3333333333333333,-1.5,1.0,1.0
28.0,-40.0,31.0,23.0,8.0,3.0,0.8333333333333334,12.0,0.6666666666666666,-1.6666666666666667,1.0,0.0
29.0,-45.0,31.0,23.0,8.0,0.0,0.6666666666666666,12.0,0.8333333333333334,-2.5,0.0,1.0
32.0,-46.0,34.0,26.0,8.0,3.0,1.1666666666666667,11.0,1.1666666666666667,-2.3333333333333335,1.0,0.0
32.0,-47.0,34.0,26.0,8.0,0.0,1.1666666666666667,11.0,1.1666666666666667,-2.1666666666666665,0.0,0.0
33.0,-49.0,34.0,26.0,8.0,0.0,1.1666666666666667,11.0,1.3333333333333333,-1.8333333333333333,0.0,1.0
35.0,-49.0,37.0,29.0,8.0,3.0,1.5,9.0,1.5,-1.6666666666666667,1.0,1.0
37.0,-50.0,40.0,29.0,11.0,3.0,1.5,9.0,1.5,-1.6666666666666667,0.0,0.0
3.0,-4.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,-4.0,0.0,1.0
5.0,-4.0,3.0,3.0,0.0,3.0,1.5,17.0,2.5,-2.0,1.0,0.0
5.0,-6.0,3.0,3.0,0.0,0.0,1.0,16.0,1.6666666666666667,-2.0,0.0,0.0
6.0,-8.0,3.0,3.0,0.0,0.0,0.75,15.0,1.5,-2.0,1.0,0.5
7.0,-9.0,4.0,3.0,1.0,1.0,0.8,14.0,1.4,-1.8,0.0,0.0
9.0,-12.0,4.0,3.0,1.0,0.0,0.6666666666666666,13.0,1.5,-2.0,1.0,0.5
9.0,-12.0,5.0,3.0,2.0,1.0,0.8333333333333334,11.0,1.0,-1.3333333333333333,0.0,0.5
10.0,-13.0,6.0,4.0,2.0,1.0,0.5,10.0,0.8333333333333334,-1.5,1.0,1.0
12.0,-14.0,9.0,4.0,5.0,3.0,1.0,9.0,1.1666666666666667,-1.3333333333333333,0.0,1.0
14.0,-14.0,12.0,7.0,5.0,3.0,1.5,8.0,1.3333333333333333,-1.0,1.0,0.5
16.0,-16.0,13.0,7.0,6.0,1.0,1.5,8.0,1.5,-1.1666666666666667,0.0,0.0
16.0,-18.0,13.0,7.0,6.0,0.0,1.5,7.0,1.1666666666666667,-1.0,1.0,0.5
17.0,-19.0,14.0,7.0,7.0,1.0,1.5,7.0,1.3333333333333333,-1.1666666666666667,0.0,1.0
19.0,-20.0,17.0,10.0,7.0,3.0,1.8333333333333333,7.0,1.5,-1.1666666666666667,1.0,1.0
20.0,-20.0,20.0,13.0,7.0,3.0,1.8333333333333333,16.0,1.3333333333333333,-1.0,1.0,1.0
23.0,-22.0,23.0,13.0,10.0,3.0,1.8333333333333333,15.0,1.5,-1.3333333333333333,0.0,1.0
27.0,-23.0,26.0,13.0,13.0,3.0,2.1666666666666665,15.0,1.8333333333333333,-1.1666666666666667,0.0,0.0
27.0,-26.0,26.0,13.0,13.0,0.0,2.1666666666666665,14.0,1.8333333333333333,-1.3333333333333333,1.0,0.5
29.0,-28.0,27.0,14.0,13.0,1.0,2.1666666666666665,14.0,2.0,-1.5,1.0,0.0
30.0,-30.0,27.0,14.0,13.0,0.0,1.6666666666666667,12.0,1.8333333333333333,-1.6666666666666667,0.0,0.0
31.0,-32.0,27.0,14.0,13.0,0.0,1.1666666666666667,12.0,1.8333333333333333,-2.0,0.0,1.0
34.0,-32.0,30.0,17.0,13.0,3.0,1.1666666666666667,11.0,1.8333333333333333,-1.6666666666666667,1.0,0.5
34.0,-32.0,31.0,17.0,14.0,1.0,0.8333333333333334,11.0,1.1666666666666667,-1.5,0.0,1.0
36.0,-32.0,34.0,20.0,14.0,3.0,1.3333333333333333,11.0,1.5,-1.0,1.0,0.0
37.0,-34.0,34.0,20.0,14.0,0.0,1.1666666666666667,11.0,1.3333333333333333,-1.0,0.0,0.5
38.0,-35.0,35.0,21.0,14.0,1.0,1.3333333333333333,11.0,1.3333333333333333,-0.8333333333333334,1.0,0.0
39.0,-40.0,35.0,21.0,14.0,0.0,1.3333333333333333,10.0,1.3333333333333333,-1.3333333333333333,0.0,0.5
40.0,-41.0,36.0,22.0,14.0,1.0,1.0,9.0,1.0,-1.5,1.0,0.5
41.0,-42.0,37.0,23.0,14.0,1.0,1.0,8.0,1.1666666666666667,-1.6666666666666667,1.0,1.0
45.0,-43.0,40.0,23.0,17.0,3.0,1.0,6.0,1.5,-1.8333333333333333,0.0,1.0
3.0,-2.0,3.0,0.0,3.0,3.0,3.0,12.0,3.0,-2.0,0.0,0.0
3.0,-3.0,3.0,0.0,3.0,0.0,1.5,10.0,1.5,-1.5,1.0,0.5
4.0,-4.0,4.0,0.0,4.0,1.0,1.3333333333333333,8.0,1.3333333333333333,-1.3333333333333333,0.0,1.0
5.0,-4.0,7.0,3.0,4.0,3.0,1.75,6.0,1.25,-1.0,1.0,0.5
6.0,-5.0,8.0,3.0,5.0,1.0,1.6,19.0,1.2,-1.0,0.0,0.5
6.0,-5.0,9.0,4.0,5.0,1.0,1.5,19.0,1.0,-0.8333333333333334,1.0,1.0
7.0,-5.0,12.0,4.0,8.0,3.0,1.5,19.0,0.6666666666666666,-0.5,0.0,0.5
8.0,-6.0,13.0,5.0,8.0,1.0,1.6666666666666667,19.0,0.8333333333333334,-0.5,1.0,0.0
8.0,-9.0,13.0,5.0,8.0,0.0,1.5,19.0,0.6666666666666666,-0.8333333333333334,0.0,1.0
9.0,-9.0,16.0,8.0,8.0,3.0,1.5,19.0,0.6666666666666666,-0.8333333333333334,1.0,1.0
10.0,-9.0,19.0,8.0,11.0,3.0,1.8333333333333333,18.0,0.6666666666666666,-0.6666666666666666,0.0,1.0
12.0,-9.0,22.0,11.0,11.0,3.0,2.1666666666666665,17.0,1.0,-0.6666666666666666,1.0,0.0
12.0,-10.0,22.0,11.0,11.0,0.0,1.6666666666666667,16.0,0.8333333333333334,-0.8333333333333334,1.0,1.0
14.0,-11.0,25.0,11.0,14.0,3.0,2.0,15.0,1.0,-0.8333333333333334,0.0,0.0
14.0,-12.0,25.0,11.0,14.0,0.0,2.0,14.0,1.0,-0.5,0.0,1.0
15.0,-12.0,28.0,14.0,14.0,3.0,2.0,13.0,1.0,-0.5,1.0,1.0
16.0,-12.0,31.0,17.0,14.0,3.0,2.0,13.0,1.0,-0.5,1.0,0.5
16.0,-12.0,32.0,17.0,15.0,1.0,1.6666666666666667,12.0,0.6666666666666666,-0.5,0.0,0.0
16.0,-15.0,32.0,17.0,15.0,0.0,1.6666666666666667,11.0,0.6666666666666666,-0.8333333333333334,1.0,0.5
18.0,-17.0,33.0,17.0,16.0,1.0,1.3333333333333333,9.0,0.6666666666666666,-1.0,0.0,0.5
18.0,-17.0,34.0,17.0,17.0,1.0,1.5,9.0,0.6666666666666666,-0.8333333333333334,0.0,0.0
19.0,-19.0,34.0,17.0,17.0,0.0,1.0,8.0,0.6666666666666666,-1.1666666666666667,1.0,0.0
19.0,-20.0,34.0,17.0,17.0,0.0,0.5,8.0,0.5,-1.3333333333333333,0.0,0.0
19.0,-21.0,34.0,17.0,17.0,0.0,0.3333333333333333,8.0,0.5,-1.5,1.0,0.5
20.0,-22.0,35.0,17.0,18.0,1.0,0.5,8.0,0.6666666666666666,-1.1666666666666667,0.0,0.5
21.0,-23.0,36.0,18.0,18.0,1.0,0.5,8.0,0.5,-1.0,1.0,0.0
21.0,-24.0,36.0,18.0,18.0,0.0,0.3333333333333333,7.0,0.5,-1.1666666666666667,0.0,0.5
22.0,-25.0,37.0,19.0,18.0,1.0,0.5,7.0,0.5,-1.0,1.0,1.0
24.0,-26.0,40.0,22.0,18.0,3.0,1.0,7.0,0.8333333333333334,-1.0,1.0,1.0
27.0,-26.0,43.0,22.0,21.0,3.0,1.5,12.0,1.3333333333333333,-0.8333333333333334,0.0,1.0
4.0,-3.0,3.0,3.0,0.0,3.0,3.0,20.0,4.0,-3.0,1.0,0.0
4.0,-4.0,3.0,3.0,0.0,0.0,1.5,20.0,2.0,-2.0,0.0,0.0
4.0,-8.0,3.0,3.0,0.0,0.0,1.0,20.0,1.3333333333333333,-2.6666666666666665,0.0,1.0
7.0,-8.0,6.0,6.0,0.0,3.0,1.5,20.0,1.75,-2.0,1.0,0.5
7.0,-8.0,7.0,6.0,1.0,1.0,1.4,20.0,1.4,-1.6,0.0,1.0
9.0,-8.0,10.0,9.0,1.0,3.0,1.6666666666666667,20.0,1.5,-1.3333333333333333,1.0,1.0
11.0,-8.0,13.0,12.0,1.0,3.0,1.6666666666666667,20.0,1.1666666666666667,-0.8333333333333334,1.0,0.0
12.0,-10.0,13.0,12.0,1.0,0.0,1.6666666666666667,20.0,1.3333333333333333,-1.0,0.0,1.0
17.0,-12.0,16.0,12.0,4.0,3.0,2.1666666666666665,20.0,2.1666666666666665,-0.6666666666666666,0.0,1.0
19.0,-13.0,19.0,15.0,4.0,3.0,2.1666666666666665,20.0,2.0,-0.8333333333333334,1.0,0.0
20.0,-16.0,19.0,15.0,4.0,0.0,2.0,19.0,2.1666666666666665,-1.3333333333333333,0.0,1.0
22.0,-16.0,22.0,18.0,4.0,3.0,2.0,18.0,2.1666666666666665,-1.3333333333333333,1.0,1.0
23.0,-16.0,25.0,18.0,7.0,3.0,2.0,17.0,2.0,-1.3333333333333333,0.0,1.0
28.0,-16.0,28.0,21.0,7.0,3.0,2.5,16.0,2.6666666666666665,-1.0,1.0,0.0
29.0,-19.0,28.0,21.0,7.0,0.0,2.0,15.0,2.0,-1.1666666666666667,1.0,0.5
30.0,-20.0,29.0,21.0,8.0,1.0,1.6666666666666667,14.0,1.8333333333333333,-1.1666666666666667,0.0,0.5
30.0,-20.0,30.0,21.0,9.0,1.0,1.8333333333333333,14.0,1.6666666666666667,-0.6666666666666666,0.0,1.0
31.0,-20.0,33.0,24.0,9.0,3.0,1.8333333333333333,13.0,1.5,-0.6666666666666666,1.0,0.5
34.0,-23.0,34.0,25.0,9.0,1.0,1.5,13.0,1.8333333333333333,-1.1666666666666667,1.0,1.0
37.0,-25.0,37.0,25.0,12.0,3.0,1.5,11.0,1.5,-1.5,0.0,0.5
38.0,-26.0,38.0,25.0,13.0,1.0,1.6666666666666667,11.0,1.5,-1.1666666666666667,0.0,0.5
40.0,-28.0,39.0,26.0,13.0,1.0,1.6666666666666667,10.0,1.6666666666666667,-1.3333333333333333,1.0,0.0
41.0,-30.0,39.0,26.0,13.0,0.0,1.5,10.0,1.8333333333333333,-1.6666666666666667,0.0,1.0
45.0,-31.0,42.0,29.0,13.0,3.0,1.5,10.0,2.3333333333333335,-1.8333333333333333,1.0,0.0
46.0,-34.0,42.0,29.0,13.0,0.0,1.3333333333333333,10.0,2.0,-1.8333333333333333,0.0,1.0
51.0,-35.0,45.0,32.0,13.0,3.0,1.3333333333333333,10.0,2.3333333333333335,-1.6666666666666667,1.0,0.0
51.0,-36.0,45.0,32.0,13.0,0.0,1.1666666666666667,9.0,2.1666666666666665,-1.6666666666666667,0.0,0.0
51.0,-39.0,45.0,32.0,13.0,0.0,1.0,8.0,1.8333333333333333,-1.8333333333333333,1.0,0.0
52.0,-41.0,45.0,32.0,13.0,0.0,1.0,9.0,1.8333333333333333,-1.8333333333333333,0.0,1.0
55.0,-41.0,48.0,35.0,13.0,3.0,1.0,7.0,1.6666666666666667,-1.6666666666666667,1.0,1.0
2.0,-3.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,-3.0,1.0,1.0
4.0,-4.0,3.0,0.0,3.0,3.0,1.5,9.0,2.0,-2.0,0.0,1.0
6.0,-4.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,-1.3333333333333333,1.0,1.0
8.0,-5.0,9.0,3.0,6.0,3.0,2.25,5.0,2.0,-1.25,0.0,0.5
8.0,-5.0,10.0,4.0,6.0,1.0,2.0,13.0,1.6,-1.0,1.0,1.0
12.0,-5.0,13.0,4.0,9.0,3.0,2.1666666666666665,12.0,2.0,-0.8333333333333334,0.0,0.0
12.0,-6.0,13.0,4.0,9.0,0.0,2.1666666666666665,10.0,1.6666666666666667,-0.5,1.0,0.0
13.0,-8.0,13.0,4.0,9.0,0.0,1.6666666666666667,9.0,1.5,-0.6666666666666666,0.0,1.0
17.0,-10.0,16.0,7.0,9.0,3.0,1.6666666666666667,8.0,1.8333333333333333,-1.0,1.0,1.0
18.0,-10.0,19.0,7.0,12.0,3.0,1.6666666666666667,7.0,1.6666666666666667,-0.8333333333333334,0.0,1.0
19.0,-10.0,22.0,10.0,12.0,3.0,2.0,7.0,1.8333333333333333,-0.8333333333333334,1.0,1.0
23.0,-10.0,25.0,10.0,15.0,3.0,2.0,6.0,1.8333333333333333,-0.8333333333333334,0.0,0.5
24.0,-11.0,26.0,10.0,16.0,1.0,2.1666666666666665,6.0,2.0,-0.8333333333333334,0.0,1.0
25.0,-11.0,29.0,13.0,16.0,3.0,2.6666666666666665,6.0,2.0,-0.5,1.0,1.0
