0.0,0.0,0.0,0.0,0.0,3.0,0.6,5.0,0.8,-0.6,1.0,1.0
4.0,-3.0,3.0,3.0,0.0,0.0,0.6,11.0,0.8,-0.8,0.0,0.0
4.0,-4.0,3.0,3.0,0.0,0.0,0.6,16.0,0.8,-1.6,0.0,0.0
4.0,-8.0,3.0,3.0,0.0,3.0,1.2,11.0,1.4,-1.6,1.0,1.0
7.0,-8.0,6.0,6.0,0.0,1.0,1.4,12.0,1.4,-1.6,0.0,0.5
7.0,-8.0,7.0,6.0,1.0,3.0,1.4,7.0,1.0,-1.0,1.0,1.0
9.0,-8.0,10.0,9.0,1.0,3.0,2.0,5.0,1.4,-0.8,1.0,1.0
11.0,-8.0,13.0,12.0,1.0,0.0,2.0,6.0,1.6,-0.4,0.0,0.0
12.0,-10.0,13.0,12.0,1.0,3.0,2.0,5.0,2.0,-0.8,0.0,1.0
17.0,-12.0,16.0,12.0,4.0,3.0,2.4,5.0,2.4,-1.0,1.0,1.0
19.0,-13.0,19.0,15.0,4.0,0.0,1.8,6.0,2.2,-1.6,0.0,0.0
20.0,-16.0,19.0,15.0,4.0,3.0,1.8,6.0,2.2,-1.6,1.0,1.0
22.0,-16.0,22.0,18.0,4.0,3.0,2.4,4.0,2.2,-1.2,0.0,1.0
23.0,-16.0,25.0,18.0,7.0,3.0,2.4,4.0,2.2,-0.8,1.0,1.0
28.0,-16.0,28.0,21.0,7.0,0.0,1.8,5.0,2.0,-1.2,1.0,0.0
29.0,-19.0,28.0,21.0,7.0,1.0,2.0,5.0,2.0,-0.8,0.0,0.5
30.0,-20.0,29.0,21.0,8.0,1.0,1.6,7.0,1.6,-0.8,0.0,0.5
30.0,-20.0,30.0,21.0,9.0,3.0,1.6,5.0,1.6,-0.8,1.0,1.0
31.0,-20.0,33.0,24.0,9.0,1.0,1.2,6.0,1.2,-1.4,1.0,0.5
34.0,-23.0,34.0,25.0,9.0,3.0,1.8,6.0,1.6,-1.2,0.0,1.0
37.0,-25.0,37.0,25.0,12.0,1.0,1.8,6.0,1.6,-1.2,0.0,0.5
38.0,-26.0,38.0,25.0,13.0,1.0,1.8,6.0,2.0,-1.6,1.0,0.5
40.0,-28.0,39.0,26.0,13.0,0.0,1.2,6.0,2.0,-2.0,0.0,0.0
41.0,-30.0,39.0,26.0,13.0,3.0,1.6,6.0,2.2,-1.6,1.0,1.0
45.0,-31.0,42.0,29.0,13.0,0.0,1.0,6.0,1.8,-1.8,0.0,0.0
46.0,-34.0,42.0,29.0,13.0,3.0,1.4,6.0,2.6,-1.8,1.0,1.0
