Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15,Input16,Input17,Input18,Input19,Input20,Input21,Input22,Output1,Output2,Output3
16.0,17.0,11.0,6.0,5.0,0.0,0.4,17.0,0.8,1.4,0.0,21.0,32.0,10.0,6.0,4.0,3.0,1.0,18.0,2.2,2.4,1.0,1.0,0.0,0.0
15.552941176470588,21.364705882352943,14.0,12.0,2.0,0.0,1.0,16.0,1.0,1.2,0.0,16.0,16.0,15.0,9.0,6.0,3.0,1.6,13.0,1.0,0.8,1.0,1.0,0.0,0.0
13.0,21.0,15.0,7.0,8.0,1.0,0.8,15.0,0.8,2.0,0.0,12.0,28.0,9.0,5.0,4.0,0.0,0.8,20.0,1.2,2.6,1.0,0.0,0.0,1.0
21.55294117647059,27.364705882352943,16.0,11.0,5.0,0.0,0.8,10.0,1.8,2.8,0.0,19.0,15.0,26.0,14.0,12.0,0.0,1.4,6.0,1.4,1.8,1.0,1.0,0.0,0.0
31.0,13.0,33.0,16.0,17.0,3.0,2.6,3.0,1.0,0.2,0.0,15.0,24.0,14.0,10.0,4.0,3.0,1.2,17.0,1.4,2.0,1.0,1.0,0.0,0.0
17.0,13.0,23.0,11.0,12.0,0.0,1.6,7.0,1.0,0.6,0.0,16.55294117647059,26.364705882352943,16.0,7.0,9.0,1.0,0.8,11.0,1.6,2.2,1.0,1.0,0.0,0.0
31.0,17.0,28.0,15.0,13.0,3.0,1.8,4.0,2.2,1.4,0.0,48.0,13.0,38.0,21.0,17.0,3.0,2.6,1.0,3.0,1.2,1.0,1.0,0.0,0.0
19.0,34.0,9.0,3.0,6.0,0.0,0.6,20.0,1.4,2.0,0.0,16.0,18.0,16.0,11.0,5.0,0.0,1.0,12.0,1.0,1.4,1.0,0.0,0.0,1.0
30.0,23.0,26.0,16.0,10.0,3.0,2.6,5.0,3.0,1.0,0.0,15.0,19.0,16.0,7.0,9.0,0.0,1.2,13.0,1.0,1.0,1.0,1.0,0.0,0.0
14.0,29.0,12.0,5.0,7.0,3.0,1.4,18.0,1.6,2.4,0.0,33.0,18.0,31.0,18.0,13.0,3.0,2.4,4.0,2.0,0.6,1.0,0.0,1.0,0.0
15.0,20.0,16.0,7.0,9.0,0.0,1.2,13.0,1.0,1.0,0.0,25.55294117647059,29.364705882352943,19.0,14.0,5.0,3.0,1.2,9.0,2.0,2.6,1.0,0.0,1.0,0.0
32.0,18.0,34.0,18.0,16.0,0.0,2.4,3.0,2.4,0.8,0.0,18.0,18.0,14.0,9.0,5.0,3.0,0.8,16.0,0.8,1.2,1.0,1.0,0.0,0.0
16.0,28.0,14.0,10.0,4.0,0.0,1.2,17.0,1.4,2.2,0.0,16.0,24.0,21.0,14.0,7.0,3.0,1.8,8.0,1.6,2.0,1.0,0.0,0.0,1.0
16.55294117647059,27.364705882352943,16.0,7.0,9.0,0.0,0.8,13.0,1.4,1.8,0.0,35.0,14.0,36.0,19.0,17.0,3.0,2.6,3.0,1.6,0.4,1.0,0.0,0.0,1.0
21.0,19.0,26.0,14.0,12.0,0.0,0.8,6.0,1.2,2.4,0.0,17.55294117647059,21.364705882352943,17.0,15.0,2.0,3.0,1.0,11.0,0.8,1.0,1.0,0.0,1.0,0.0
49.0,15.0,38.0,21.0,17.0,0.0,2.0,2.0,2.6,1.4,0.0,31.0,23.0,29.0,19.0,10.0,3.0,2.6,5.0,2.2,0.4,1.0,1.0,0.0,0.0
16.0,18.0,15.0,9.0,6.0,0.0,1.0,14.0,0.6,1.2,0.0,20.0,36.0,9.0,3.0,6.0,0.0,0.6,20.0,1.4,1.8,1.0,1.0,0.0,0.0
22.0,34.0,10.0,6.0,4.0,0.0,0.8,19.0,1.8,2.2,0.0,14.0,23.0,15.0,7.0,8.0,0.0,0.8,15.0,1.0,2.0,1.0,0.0,0.0,1.0
18.0,19.0,19.0,11.0,8.0,3.0,1.4,10.0,1.0,1.2,0.0,18.0,13.0,26.0,14.0,12.0,3.0,1.6,7.0,0.8,0.6,1.0,0.0,0.0,1.0
17.0,30.0,14.0,10.0,4.0,0.0,0.6,17.0,1.0,2.4,1.0,26.55294117647059,30.364705882352943,20.0,14.0,6.0,1.0,1.4,9.0,1.8,2.2,0.0,0.0,1.0,0.0
15.0,30.0,13.0,6.0,7.0,1.0,1.6,18.0,1.6,2.0,1.0,20.0,13.0,29.0,14.0,15.0,3.0,2.0,6.0,1.2,0.6,0.0,0.0,1.0,0.0
33.0,18.0,37.0,21.0,16.0,3.0,2.4,3.0,2.0,0.6,1.0,34.0,19.0,32.0,18.0,14.0,1.0,2.0,4.0,2.0,0.8,0.0,0.0,1.0,0.0
16.55294117647059,29.364705882352943,16.0,7.0,9.0,0.0,0.8,15.0,1.0,1.6,1.0,18.0,19.0,14.0,9.0,5.0,0.0,0.8,17.0,0.8,1.2,0.0,0.0,0.0,1.0
23.0,36.0,10.0,6.0,4.0,0.0,0.8,19.0,2.0,2.4,1.0,20.0,38.0,9.0,3.0,6.0,0.0,0.0,20.0,0.4,2.2,0.0,0.0,0.0,1.0
21.0,19.0,27.0,15.0,12.0,1.0,0.4,7.0,0.8,2.2,1.0,16.0,24.0,18.0,7.0,11.0,3.0,1.4,13.0,1.4,1.6,0.0,0.0,0.0,1.0
50.0,15.0,41.0,24.0,17.0,3.0,2.0,1.0,2.2,1.0,1.0,18.0,25.0,24.0,14.0,10.0,3.0,2.4,8.0,2.0,1.2,0.0,1.0,0.0,0.0
18.0,18.0,18.0,12.0,6.0,3.0,1.6,12.0,0.8,0.6,1.0,37.0,14.0,39.0,19.0,20.0,3.0,2.6,2.0,1.8,0.4,0.0,0.0,0.0,1.0
16.0,21.0,17.0,8.0,9.0,1.0,1.4,15.0,1.0,0.8,1.0,17.55294117647059,21.364705882352943,18.0,15.0,3.0,1.0,1.0,13.0,0.8,1.0,0.0,1.0,0.0,0.0
18.0,21.0,19.0,11.0,8.0,0.0,0.8,12.0,0.4,1.2,1.0,31.0,24.0,29.0,19.0,10.0,0.0,2.0,6.0,1.6,0.6,0.0,0.0,0.0,1.0
18.0,28.0,24.0,14.0,10.0,0.0,2.4,8.0,1.6,1.2,0.0,19.0,23.0,19.0,11.0,8.0,0.0,0.8,12.0,0.6,1.2,1.0,0.0,1.0,0.0
22.0,39.0,12.0,3.0,9.0,3.0,0.6,19.0,0.6,2.0,0.0,23.0,22.0,27.0,15.0,12.0,0.0,0.4,7.0,1.0,2.2,1.0,0.0,0.0,1.0
19.0,26.0,21.0,7.0,14.0,3.0,1.4,10.0,1.6,1.8,0.0,53.0,15.0,44.0,27.0,17.0,3.0,2.0,1.0,2.2,0.8,1.0,0.0,1.0,0.0
17.55294117647059,22.364705882352943,18.0,15.0,3.0,0.0,1.0,14.0,0.8,1.0,0.0,18.55294117647059,32.36470588235294,16.0,7.0,9.0,0.0,0.2,16.0,0.8,1.8,1.0,0.0,1.0,0.0
21.0,21.0,17.0,9.0,8.0,3.0,1.2,15.0,1.4,1.6,0.0,17.0,21.0,20.0,11.0,9.0,3.0,1.4,12.0,0.8,0.6,1.0,0.0,1.0,0.0
33.0,25.0,32.0,19.0,13.0,3.0,2.0,5.0,1.6,0.6,0.0,19.0,32.0,15.0,11.0,4.0,1.0,0.8,17.0,1.2,2.4,1.0,0.0,1.0,0.0
28.55294117647059,32.36470588235294,21.0,14.0,7.0,1.0,1.6,10.0,2.0,2.2,0.0,34.0,19.0,38.0,22.0,16.0,1.0,2.0,3.0,1.8,0.8,1.0,0.0,0.0,1.0
42.0,14.0,42.0,19.0,23.0,3.0,2.6,2.0,2.6,0.4,0.0,15.0,30.0,14.0,7.0,7.0,1.0,1.6,18.0,1.0,1.4,1.0,1.0,0.0,0.0
20.0,13.0,30.0,14.0,16.0,1.0,1.6,7.0,0.8,0.4,0.0,24.0,38.0,10.0,6.0,4.0,0.0,0.6,20.0,1.6,2.2,1.0,0.0,1.0,0.0
35.0,20.0,33.0,18.0,15.0,1.0,2.2,4.0,2.0,0.6,0.0,18.0,23.0,18.0,12.0,6.0,0.0,1.4,15.0,0.8,1.6,1.0,0.0,1.0,0.0
22.0,41.0,12.0,3.0,9.0,0.0,0.6,19.0,0.6,2.0,1.0,20.0,33.0,16.0,11.0,5.0,1.0,1.0,17.0,1.4,2.0,0.0,0.0,1.0,0.0
19.0,26.0,22.0,8.0,14.0,1.0,1.6,9.0,1.4,1.2,1.0,18.0,22.0,21.0,11.0,10.0,1.0,1.0,11.0,0.6,0.8,0.0,0.0,0.0,1.0
18.55294117647059,23.364705882352943,19.0,16.0,3.0,1.0,1.0,14.0,1.0,1.2,1.0,36.0,19.0,41.0,22.0,19.0,3.0,2.0,3.0,1.6,0.6,0.0,0.0,1.0,0.0
22.0,22.0,18.0,10.0,8.0,1.0,1.4,15.0,1.4,1.4,1.0,53.0,15.0,45.0,27.0,18.0,1.0,2.0,1.0,2.0,0.6,0.0,1.0,0.0,0.0
18.0,28.0,25.0,15.0,10.0,1.0,2.0,8.0,1.0,1.0,1.0,15.0,35.0,14.0,7.0,7.0,0.0,1.0,18.0,0.6,2.2,0.0,0.0,1.0,0.0
28.55294117647059,34.36470588235294,21.0,14.0,7.0,0.0,1.0,11.0,1.6,2.4,1.0,19.0,24.0,19.0,12.0,7.0,1.0,1.4,15.0,0.8,1.6,0.0,0.0,1.0,0.0
47.0,14.0,45.0,22.0,23.0,3.0,3.0,2.0,3.4,0.2,1.0,25.0,39.0,11.0,6.0,5.0,1.0,0.8,20.0,1.6,1.8,0.0,0.0,0.0,1.0
21.0,14.0,31.0,15.0,16.0,1.0,1.6,6.0,0.8,0.4,1.0,25.0,22.0,30.0,15.0,15.0,3.0,0.8,7.0,1.2,2.0,0.0,1.0,0.0,0.0
36.0,21.0,34.0,19.0,15.0,1.0,1.8,4.0,1.6,0.8,1.0,19.0,23.0,20.0,11.0,9.0,1.0,0.8,15.0,0.6,1.2,0.0,0.0,0.0,1.0
34.0,26.0,33.0,20.0,13.0,1.0,2.0,6.0,1.6,0.6,1.0,19.55294117647059,33.36470588235294,17.0,7.0,10.0,1.0,0.4,17.0,0.8,1.6,0.0,1.0,0.0,0.0
21.0,34.0,17.0,11.0,6.0,1.0,0.6,16.0,1.2,2.0,0.0,37.0,24.0,34.0,19.0,15.0,0.0,1.2,5.0,1.2,1.4,1.0,0.0,0.0,1.0
17.0,37.0,15.0,7.0,8.0,1.0,1.2,18.0,1.0,1.8,0.0,23.0,22.0,21.0,13.0,8.0,3.0,2.0,13.0,1.4,1.0,1.0,0.0,0.0,1.0
37.0,20.0,42.0,22.0,20.0,1.0,1.6,3.0,1.2,0.8,0.0,19.0,27.0,22.0,8.0,14.0,0.0,1.4,13.0,1.2,1.2,1.0,1.0,0.0,0.0
19.55294117647059,34.36470588235294,17.0,7.0,10.0,0.0,0.2,17.0,0.6,1.6,0.0,29.55294117647059,35.36470588235294,22.0,15.0,7.0,1.0,1.2,12.0,1.6,1.6,1.0,0.0,0.0,1.0
53.0,16.0,45.0,27.0,18.0,0.0,1.4,1.0,1.0,0.6,0.0,24.0,15.0,34.0,18.0,16.0,3.0,2.2,6.0,1.4,0.4,1.0,1.0,0.0,0.0
20.0,25.0,20.0,12.0,8.0,1.0,1.0,14.0,0.8,1.8,0.0,35.0,26.0,36.0,23.0,13.0,3.0,2.0,5.0,1.0,0.6,1.0,1.0,0.0,0.0
22.0,24.0,23.0,11.0,12.0,3.0,1.4,12.0,1.2,1.2,0.0,19.55294117647059,24.364705882352943,20.0,17.0,3.0,1.0,1.2,15.0,0.8,0.6,1.0,0.0,0.0,1.0
28.0,41.0,14.0,6.0,8.0,3.0,0.8,19.0,1.4,1.8,0.0,20.0,30.0,26.0,16.0,10.0,1.0,1.6,8.0,1.2,1.4,1.0,0.0,0.0,1.0
26.0,25.0,30.0,15.0,15.0,0.0,0.8,7.0,1.4,2.0,0.0,49.0,17.0,45.0,22.0,23.0,0.0,2.4,2.0,3.6,0.8,1.0,0.0,1.0,0.0
19.0,22.0,24.0,11.0,13.0,3.0,1.6,11.0,0.8,0.6,0.0,23.0,42.0,13.0,4.0,9.0,1.0,0.8,20.0,0.8,1.6,1.0,1.0,0.0,0.0
21.55294117647059,24.364705882352943,23.0,17.0,6.0,3.0,1.2,14.0,0.8,0.6,0.0,36.0,28.0,36.0,23.0,13.0,0.0,1.4,5.0,1.0,1.0,0.0,1.0,0.0,0.0
38.0,20.0,45.0,25.0,20.0,3.0,2.2,3.0,1.2,0.4,1.0,22.0,36.0,17.0,11.0,6.0,0.0,0.6,16.0,1.2,1.6,1.0,0.0,1.0,0.0
19.0,28.0,22.0,8.0,14.0,0.0,1.4,15.0,1.0,1.0,0.0,31.55294117647059,36.36470588235294,25.0,15.0,10.0,3.0,1.2,11.0,1.2,1.4,0.0,0.0,0.0,1.0
18.0,41.0,15.0,7.0,8.0,0.0,0.6,18.0,0.8,2.4,1.0,56.0,16.0,48.0,30.0,18.0,3.0,2.0,1.0,1.4,0.2,1.0,0.0,0.0,1.0
26.0,25.0,31.0,16.0,15.0,1.0,1.0,7.0,1.0,1.2,1.0,20.55294117647059,36.36470588235294,17.0,7.0,10.0,0.0,0.2,17.0,0.8,1.8,1.0,1.0,0.0,0.0
49.0,17.0,46.0,22.0,24.0,1.0,2.0,2.0,2.8,0.6,0.0,24.0,44.0,13.0,4.0,9.0,0.0,0.8,20.0,0.8,1.6,0.0,1.0,0.0,0.0
24.0,18.0,34.0,18.0,16.0,0.0,1.6,7.0,1.2,1.0,0.0,22.0,31.0,29.0,16.0,13.0,3.0,1.6,8.0,1.2,1.4,0.0,0.0,1.0,0.0
39.0,25.0,37.0,19.0,18.0,3.0,1.2,4.0,1.2,1.4,0.0,27.0,23.0,24.0,13.0,11.0,3.0,2.0,12.0,1.8,1.0,0.0,1.0,0.0,0.0
29.0,43.0,14.0,6.0,8.0,0.0,0.8,19.0,1.4,1.8,1.0,22.0,26.0,23.0,15.0,8.0,3.0,1.6,14.0,1.2,1.6,1.0,1.0,0.0,0.0
22.0,26.0,23.0,11.0,12.0,0.0,0.8,14.0,0.8,1.4,1.0,21.0,23.0,27.0,14.0,13.0,3.0,2.2,10.0,1.2,0.6,1.0,0.0,1.0,0.0
20.55294117647059,37.36470588235294,17.0,7.0,10.0,0.0,0.2,18.0,0.8,1.6,0.0,18.0,42.0,15.0,7.0,8.0,0.0,0.4,19.0,0.6,2.4,1.0,1.0,0.0,0.0
22.0,31.0,30.0,16.0,14.0,1.0,1.2,8.0,0.8,1.2,0.0,20.0,30.0,22.0,8.0,14.0,0.0,0.8,15.0,0.8,1.2,1.0,0.0,0.0,1.0
27.0,24.0,24.0,13.0,11.0,0.0,2.0,13.0,1.8,1.0,0.0,24.55294117647059,26.364705882352943,26.0,20.0,6.0,3.0,1.6,11.0,1.4,1.0,1.0,1.0,0.0,0.0
23.0,37.0,18.0,11.0,7.0,1.0,0.8,17.0,1.2,1.4,0.0,23.0,27.0,24.0,12.0,12.0,1.0,1.0,14.0,1.0,1.2,1.0,0.0,0.0,1.0
33.55294117647059,37.36470588235294,28.0,15.0,13.0,3.0,1.6,9.0,1.4,1.4,0.0,40.0,25.0,40.0,22.0,18.0,3.0,1.6,4.0,1.2,1.2,1.0,0.0,1.0,0.0
57.0,16.0,51.0,30.0,21.0,3.0,2.0,1.0,1.4,0.2,0.0,39.0,21.0,46.0,26.0,20.0,1.0,1.8,3.0,1.2,0.6,1.0,1.0,0.0,0.0
23.0,29.0,23.0,15.0,8.0,0.0,1.0,15.0,1.0,2.2,0.0,27.0,25.0,34.0,19.0,15.0,3.0,1.4,7.0,1.2,1.2,1.0,1.0,0.0,0.0
22.0,24.0,28.0,14.0,14.0,1.0,2.2,10.0,1.2,0.6,0.0,32.0,44.0,17.0,9.0,8.0,3.0,1.4,18.0,1.8,1.6,1.0,0.0,1.0,0.0
24.0,47.0,13.0,4.0,9.0,0.0,0.8,20.0,0.8,1.8,0.0,24.0,18.0,35.0,19.0,16.0,1.0,1.2,6.0,0.8,1.0,1.0,1.0,0.0,0.0
38.0,31.0,36.0,23.0,13.0,0.0,1.4,5.0,1.4,1.4,0.0,52.0,17.0,49.0,25.0,24.0,3.0,2.0,2.0,3.0,0.6,1.0,0.0,0.0,1.0
25.0,40.0,18.0,11.0,7.0,0.0,0.6,18.0,1.2,1.6,1.0,25.0,21.0,35.0,19.0,16.0,0.0,1.0,6.0,1.0,1.6,0.0,0.0,0.0,1.0
41.0,24.0,46.0,26.0,20.0,0.0,1.6,3.0,1.4,1.0,0.0,19.0,45.0,15.0,7.0,8.0,0.0,0.2,20.0,0.8,3.0,0.0,1.0,0.0,0.0
24.55294117647059,28.364705882352943,26.0,20.0,6.0,0.0,1.6,14.0,1.4,1.2,0.0,40.0,25.0,41.0,22.0,19.0,1.0,1.6,4.0,1.0,1.0,0.0,0.0,1.0,0.0
54.0,18.0,52.0,25.0,27.0,3.0,2.0,2.0,2.4,0.8,0.0,23.0,33.0,30.0,16.0,14.0,0.0,1.2,8.0,1.0,1.0,1.0,1.0,0.0,0.0
23.0,25.0,29.0,15.0,14.0,1.0,1.8,10.0,1.2,0.8,1.0,60.0,18.0,54.0,33.0,21.0,3.0,2.0,2.0,1.4,0.6,1.0,1.0,0.0,0.0
28.0,31.0,26.0,18.0,8.0,3.0,1.6,14.0,2.0,1.6,1.0,22.0,31.0,25.0,8.0,17.0,3.0,0.8,15.0,0.6,1.0,0.0,0.0,1.0,0.0
33.0,45.0,18.0,9.0,9.0,1.0,1.6,17.0,1.8,1.4,0.0,29.0,30.0,34.0,19.0,15.0,0.0,1.4,7.0,1.2,1.6,0.0,0.0,0.0,1.0
26.0,29.0,27.0,12.0,15.0,3.0,1.6,13.0,1.4,1.2,0.0,23.55294117647059,38.36470588235294,20.0,10.0,10.0,3.0,0.8,16.0,1.0,1.2,1.0,0.0,1.0,0.0
29.0,24.0,27.0,16.0,11.0,3.0,2.0,12.0,1.6,0.6,1.0,33.55294117647059,37.36470588235294,29.0,16.0,13.0,1.0,1.6,10.0,1.0,1.0,1.0,1.0,0.0,0.0
27.0,48.0,16.0,7.0,9.0,3.0,0.8,19.0,1.0,1.8,1.0,39.0,33.0,36.0,23.0,13.0,0.0,0.8,7.0,1.2,1.6,1.0,0.0,1.0,0.0
20.0,48.0,15.0,7.0,8.0,0.0,0.2,20.0,1.0,2.6,0.0,24.0,25.0,32.0,18.0,14.0,3.0,2.2,8.0,1.2,0.6,1.0,0.0,1.0,0.0
23.0,32.0,26.0,8.0,18.0,1.0,0.8,15.0,0.8,1.2,0.0,25.55294117647059,29.364705882352943,27.0,21.0,6.0,1.0,1.6,14.0,1.4,1.2,1.0,0.0,0.0,1.0
23.0,35.0,30.0,16.0,14.0,0.0,1.0,11.0,1.0,1.4,0.0,32.0,24.0,30.0,19.0,11.0,3.0,2.4,9.0,2.0,0.4,1.0,0.0,0.0,1.0
25.55294117647059,40.36470588235294,21.0,10.0,11.0,1.0,0.8,16.0,1.2,1.4,0.0,25.0,43.0,18.0,11.0,7.0,0.0,0.4,18.0,1.0,2.0,1.0,0.0,0.0,1.0
33.55294117647059,40.36470588235294,29.0,16.0,13.0,0.0,1.6,12.0,1.0,1.2,0.0,27.0,48.0,17.0,8.0,9.0,1.0,1.0,19.0,1.0,1.4,1.0,1.0,0.0,0.0
31.0,30.0,37.0,19.0,18.0,3.0,1.4,7.0,1.2,1.6,0.0,28.0,31.0,28.0,13.0,15.0,1.0,1.6,13.0,1.8,1.6,1.0,1.0,0.0,0.0
60.0,19.0,54.0,33.0,21.0,0.0,1.8,2.0,1.4,0.8,0.0,29.0,32.0,27.0,19.0,8.0,1.0,1.6,14.0,2.0,1.6,1.0,1.0,0.0,0.0
28.0,21.0,38.0,19.0,19.0,3.0,1.4,6.0,1.4,1.4,0.0,44.0,25.0,49.0,29.0,20.0,3.0,1.6,3.0,1.6,1.2,1.0,0.0,1.0,0.0
41.0,26.0,42.0,22.0,20.0,1.0,1.6,4.0,1.0,1.0,0.0,56.0,18.0,55.0,28.0,27.0,3.0,2.0,2.0,1.8,0.8,1.0,0.0,1.0,0.0
39.0,33.0,37.0,23.0,14.0,1.0,0.8,7.0,1.0,1.4,0.0,33.0,47.0,18.0,9.0,9.0,0.0,1.4,18.0,1.6,1.6,1.0,1.0,0.0,0.0
33.0,24.0,33.0,19.0,14.0,3.0,2.4,8.0,2.0,0.4,0.0,46.0,34.0,40.0,26.0,14.0,3.0,0.8,5.0,2.2,1.6,1.0,0.0,0.0,1.0
27.55294117647059,30.364705882352943,30.0,21.0,9.0,3.0,2.0,11.0,1.6,1.2,0.0,35.55294117647059,40.36470588235294,32.0,19.0,13.0,3.0,2.0,10.0,1.2,1.0,1.0,0.0,0.0,1.0
44.0,25.0,50.0,29.0,21.0,1.0,1.6,3.0,1.4,1.0,0.0,33.0,31.0,40.0,22.0,18.0,3.0,2.0,6.0,1.4,1.2,1.0,1.0,0.0,0.0
27.0,44.0,21.0,11.0,10.0,3.0,0.8,16.0,1.2,2.0,0.0,24.0,34.0,26.0,8.0,18.0,0.0,0.8,15.0,1.0,1.4,1.0,0.0,0.0,1.0
59.0,21.0,56.0,28.0,28.0,1.0,2.2,2.0,2.0,0.8,0.0,28.0,21.0,39.0,20.0,19.0,1.0,1.0,7.0,0.8,1.2,1.0,1.0,0.0,0.0
29.0,35.0,27.0,19.0,8.0,0.0,1.4,15.0,1.8,2.0,0.0,23.0,36.0,30.0,16.0,14.0,0.0,0.8,12.0,0.6,1.2,1.0,1.0,0.0,0.0
25.0,26.0,33.0,18.0,15.0,1.0,1.8,10.0,1.2,0.8,0.0,44.0,29.0,43.0,23.0,20.0,1.0,1.8,5.0,1.4,1.0,1.0,1.0,0.0,0.0
27.0,50.0,17.0,8.0,9.0,0.0,0.8,19.0,0.8,1.6,0.0,21.0,49.0,16.0,8.0,8.0,1.0,0.2,20.0,0.8,2.4,1.0,0.0,0.0,1.0
34.0,54.0,18.0,9.0,9.0,0.0,0.8,19.0,1.2,2.6,0.0,26.55294117647059,42.36470588235294,21.0,10.0,11.0,0.0,0.8,17.0,1.4,1.6,1.0,1.0,0.0,0.0
29.0,33.0,28.0,13.0,15.0,0.0,1.0,15.0,1.4,1.8,0.0,63.0,19.0,57.0,36.0,21.0,3.0,2.4,2.0,2.0,0.6,1.0,0.0,0.0,1.0
27.55294117647059,45.36470588235294,21.0,10.0,11.0,0.0,0.8,18.0,1.4,1.8,0.0,31.0,36.0,30.0,22.0,8.0,3.0,1.4,11.0,1.8,2.0,1.0,0.0,0.0,1.0
24.0,38.0,30.0,16.0,14.0,0.0,0.2,13.0,0.4,1.4,0.0,29.55294117647059,33.36470588235294,30.0,21.0,9.0,0.0,1.4,12.0,1.6,1.8,1.0,1.0,0.0,0.0
29.0,35.0,29.0,8.0,21.0,3.0,1.4,14.0,2.0,1.4,0.0,34.0,26.0,33.0,19.0,14.0,0.0,1.8,10.0,1.4,0.6,1.0,1.0,0.0,0.0
23.0,50.0,19.0,8.0,11.0,3.0,0.8,19.0,1.0,1.8,0.0,29.0,34.0,28.0,13.0,15.0,0.0,1.0,15.0,1.4,1.6,1.0,0.0,1.0,0.0
38.55294117647059,42.36470588235294,35.0,19.0,16.0,3.0,2.0,9.0,1.4,1.2,0.0,61.0,22.0,59.0,31.0,28.0,3.0,2.6,2.0,2.4,1.0,1.0,0.0,0.0,1.0
33.0,36.0,40.0,22.0,18.0,0.0,1.8,6.0,1.4,2.2,0.0,28.0,49.0,21.0,11.0,10.0,0.0,0.8,17.0,1.2,2.6,1.0,0.0,1.0,0.0
64.0,19.0,60.0,36.0,24.0,3.0,2.4,2.0,1.6,0.6,0.0,37.0,55.0,21.0,12.0,9.0,3.0,1.4,17.0,1.6,2.4,1.0,1.0,0.0,0.0
29.0,23.0,39.0,20.0,19.0,0.0,1.0,7.0,1.0,1.0,0.0,27.0,26.0,36.0,21.0,15.0,3.0,1.8,8.0,1.2,0.6,1.0,1.0,0.0,0.0
44.0,31.0,43.0,23.0,20.0,0.0,1.2,5.0,1.0,1.2,0.0,28.0,52.0,17.0,8.0,9.0,0.0,0.8,20.0,0.8,1.6,1.0,1.0,0.0,0.0
48.0,35.0,43.0,26.0,17.0,3.0,1.4,5.0,2.4,1.4,0.0,49.0,25.0,53.0,32.0,21.0,3.0,1.6,3.0,2.2,1.0,1.0,1.0,0.0,0.0
26.0,38.0,33.0,19.0,14.0,3.0,0.6,12.0,0.8,1.4,1.0,39.55294117647059,44.36470588235294,35.0,19.0,16.0,0.0,1.4,9.0,1.2,1.4,1.0,1.0,0.0,0.0
51.0,30.0,53.0,32.0,21.0,0.0,1.4,3.0,2.4,1.8,0.0,63.0,23.0,62.0,31.0,31.0,3.0,2.6,2.0,2.2,1.2,0.0,0.0,0.0,1.0
33.0,35.0,32.0,11.0,21.0,3.0,2.0,13.0,2.6,1.0,1.0,47.0,31.0,46.0,26.0,20.0,3.0,1.2,5.0,1.4,1.2,1.0,1.0,0.0,0.0
23.0,50.0,20.0,9.0,11.0,1.0,1.0,19.0,1.0,1.6,1.0,29.55294117647059,35.36470588235294,30.0,21.0,9.0,0.0,0.8,14.0,1.0,1.8,0.0,0.0,0.0,1.0
27.55294117647059,46.36470588235294,21.0,10.0,11.0,0.0,0.8,18.0,1.4,1.8,1.0,27.0,29.0,36.0,21.0,15.0,0.0,1.6,8.0,1.0,1.0,0.0,0.0,1.0,0.0
35.0,38.0,41.0,23.0,18.0,1.0,1.4,7.0,1.6,2.6,1.0,34.0,30.0,33.0,19.0,14.0,0.0,1.8,12.0,1.4,1.2,0.0,0.0,1.0,0.0
67.0,19.0,63.0,39.0,24.0,3.0,2.4,2.0,2.0,0.6,1.0,28.0,55.0,17.0,8.0,9.0,0.0,0.8,20.0,0.8,1.6,0.0,1.0,0.0,0.0
32.0,23.0,42.0,23.0,19.0,3.0,1.4,7.0,1.6,1.0,1.0,53.0,37.0,46.0,29.0,17.0,3.0,2.0,4.0,3.0,1.2,1.0,0.0,0.0,1.0
32.0,36.0,33.0,22.0,11.0,3.0,2.0,13.0,1.8,1.4,0.0,30.0,51.0,22.0,11.0,11.0,1.0,0.8,16.0,1.4,2.8,0.0,1.0,0.0,0.0
37.0,58.0,21.0,12.0,9.0,0.0,0.8,18.0,1.0,2.8,0.0,29.0,34.0,29.0,13.0,16.0,1.0,1.0,15.0,1.2,1.4,0.0,0.0,1.0,0.0
28.0,30.0,37.0,21.0,16.0,1.0,1.6,8.0,1.0,1.0,0.0,52.0,33.0,53.0,32.0,21.0,0.0,1.4,3.0,2.2,1.8,1.0,1.0,0.0,0.0
47.0,32.0,46.0,26.0,20.0,0.0,1.0,5.0,1.4,1.4,0.0,27.0,38.0,36.0,22.0,14.0,3.0,1.2,10.0,0.8,1.0,1.0,1.0,0.0,0.0
28.0,57.0,17.0,8.0,9.0,0.0,0.2,20.0,0.2,1.8,0.0,28.55294117647059,47.36470588235294,22.0,11.0,11.0,1.0,0.4,18.0,1.0,1.8,1.0,1.0,0.0,0.0
30.0,35.0,30.0,13.0,17.0,1.0,0.6,15.0,0.8,1.2,0.0,37.0,36.0,36.0,25.0,11.0,3.0,2.0,9.0,1.8,1.0,1.0,1.0,0.0,0.0
30.0,56.0,22.0,11.0,11.0,0.0,0.8,17.0,1.0,3.2,0.0,38.0,59.0,22.0,13.0,9.0,1.0,0.8,16.0,1.0,2.8,1.0,0.0,0.0,1.0
35.0,31.0,34.0,19.0,15.0,1.0,1.4,13.0,1.2,1.4,0.0,33.0,25.0,42.0,23.0,19.0,0.0,1.4,7.0,1.6,0.8,1.0,1.0,0.0,0.0
